お宿のざわ,aGJxADj0iAU,http://www.okuhida-dsl.com/nozawa/
Tune旅店 那霸,wPgoG4CxfIE,http://www.tunehotels.com/jp/jp/our-hotels/naha-okinawa/
Tune旅店 那霸,JhBri0_9_LI,http://www.tunehotels.com/jp/jp/our-hotels/naha-okinawa/
小曲儿旅店 Tune Hotel,h3HrAQPaLds,http://www.tunehotels.com/jp/jp/our-hotels/naha-okinawa/
岛时间民宿,Tu4Y7QINeAc,http://iriomote-shimajikan.com/
那霸海洋国际酒店,te38252rnNY,www.hotelocean.jp/ 
PensionThreeHeart,7OEQJyhyBjU,http://www.jalan.net/yad371048/
日間賀島 竹見荘民宿,YmgngMJCJzM,http://www.takemi1.com/
赤道直家民宿,RJtkyVKm5Eo,http://www.friend-site.net/web/yadosekido/
あったか民宿 さわ栄,eK166AT1fQ8,http://www.sawaei.com/
竹富客来小屋,K7kftaYXZjc,http://www.milmil.cc/user/churakbs/
chillma民宿,M448oGeYRmQ,http://chillma.jp/
SeaPaPa女性专用民宿,unaxpyv90YE,http://www.sea-pappa.com/
大城温泉 山紫苑,T5Bvx0DQJSQ,http://www.sanshien.jp/
东京1980胶囊旅馆,8uUJfm4fy8U,http://www.1980stay.com/
国民宿舍野呂高原客栈,ZggfZk0BMEY,http://www.norosan.or.jp/
ヴィラ山水,KyMF-ugi6cY,http://www.sansui-r.com/
奥津温泉酒店 米屋倶楽部,6CO8mJ0BY3Q,http://www.komeyaclub-okutsu.jp/
美味し宿 门屋,Jt7p4_cCBao,http://www.kasumi-kadoya.co.jp/
松屋餐厅民宿,-_-SGhBzzr0,http://kimagure.jp/matsuya/
鹿野町国民宿舎山紫苑,SjLqeKDSEo0,http://www.sanshien.jp/
御岳山 町久保田,LhuaXBYhVi0,http://www.jalan.net/yad302932/
新宿区役所前胶囊旅馆,OEd2t-tXYWM,http://capsuleinn.com/shinjuku/
奥多摩云仙屋,7fWNd68dpSQ,http://www.jalan.net/yad332058/
驹込广场商务酒店(Plaza Komagome),YlRUZKAQtHA,http://www.rosco.co.jp/plaza/
浅草微笑酒店,tImuKxMHsQ0,http://www.smile-hotels.com/asakusa/
东新宿E酒店,3bRCPCJ01FI,""
 博多口站前东横INN,Ks5BV3U6WEk,http://www.toyoko-inn.com/hotel/00043/index.html
 东横INN 博多口站前,LfDBamW1bJM,http://www.toyoko-inn.com/hotel/00043/index.html
花之岛礼文宿所,NI8TKzZZsUY,http://travel.rakuten.co.jp/HOTEL/68480/68480.html
骏马庄民宿,BRorRtqyd5k,http://travel.rakuten.co.jp/HOTEL/142877/142877.html
森林里的猫头鹰温泉膳宿,QpDKimkeMlE,http://travel.rakuten.co.jp/HOTEL/20053/20053.html
宗谷岬民宿,lsik_Z_Eggk,""
阿寒 漂流木头小屋,WmkO6_Jkm1Y,""
奥尻岛 御宿,GYBqkoJF09I,http://travel.rakuten.co.jp/HOTEL/40638/40638.html
樺之民宿 (kabanonn yado),tN8qh642PX4,http://travel.rakuten.co.jp/HOTEL/28268/28268.html
函馆 女士专属民宿 (Megabrand Pension),AA_7rgRriGw,http://travel.rakuten.co.jp/HOTEL/67958/67958.html
海之家美食民宿,2w2HYCJ2yGk,http://travel.rakuten.co.jp/HOTEL/30706/30706.html
田园俱乐部旅舍,UtvRGEfa1qo,http://travel.rakuten.co.jp/HOTEL/78243/78243.html
沃妮之家民宿,32Nx_jM-sdI,http://travel.rakuten.co.jp/HOTEL/28316/28316.html
群林风 旅人舍,Jh9uAOON2Ls,""
大沼克劳福特民宿,nF_N9oM080Y,http://travel.rakuten.co.jp/HOTEL/16337/16337.html
红薯团子村民宿 (imodanngo mura),sDWsrNAZP7k,http://travel.rakuten.co.jp/HOTEL/52718/52718.html
棉花庄民宿,BHuA4vUctio,http://travel.rakuten.co.jp/HOTEL/19990/19990.html
群林风 旅人舍,O7buBYx9UW8,""
森林小屋民宿,V8Fv9VSBAzQ,http://travel.rakuten.co.jp/HOTEL/41985/41985.html
银河温泉食宿,D1cJr1v7mg4,""
三香温泉民宿,9UqsUygyMVk,http://travel.rakuten.co.jp/HOTEL/51652/51652.html
温泉民宿北乃宿,tQF_mEiWpyA,""
田园小屋民宿,dB2HYYR0bII,http://travel.rakuten.co.jp/HOTEL/40627/40627.html
利尻富士温泉食宿,m3J3WNhkdjI,""
五月之路民宿,QttgBslTa4o,http://travel.rakuten.co.jp/HOTEL/84988/84988.html
五月之路民宿,1_H69DdAs5k,http://travel.rakuten.co.jp/HOTEL/84988/84988.html
来罗玖民宿,zOF2K-8LJwI,""
蒙特利姐妹酒店,aT_AfGeUwE8,""
生方家旅宿,2324VdIW73s,http://travel.rakuten.co.jp/HOTEL/43874/43874.html
须古顿岬 观海豹民宿,1JyGlcOoGqY,http://travel.rakuten.co.jp/HOTEL/50919/50919.html
拉科利纳民宿,cZAilNB1oWE,""
自由来客酒店,IAPHc2A6Hwo,http://travel.rakuten.co.jp/HOTEL/144506/144506.html
汤元珍珠山庄,Z_Mau4HRJ4o,""
阿寒湖温泉民宿桐,RpedLS3lDvI,http://travel.rakuten.co.jp/HOTEL/31196/31196.html
花美丽利尻山庄,TZ-RDyG5Wds,http://travel.rakuten.co.jp/HOTEL/29351/29351.html
函馆梦空馆民宿,mnQtdvT3V3A,http://ww6.et.tiki.ne.jp/~yumekukan/
梦空馆膳食公寓,0CKMW1EPH24,""
岱沼温泉 海之宿,WJX2Bj_kg4Q,""
 丘千里看塔民宿,ofAD9z9A8GU,http://travel.rakuten.co.jp/HOTEL/50537/50537.html
 温泉民宿摩湖,pAQCl-Re54s,http://travel.rakuten.co.jp/HOTEL/128468/128468.html
莺歌童马木民宿,MLI1V7Fx7HI,""
海天使露营地民宿,n1sCIPVDRpI,""
函馆家庭旅馆,lehQl3pOf4s,http://travel.rakuten.co.jp/HOTEL/130038/130038.html
北国休闲民宿,JWumIPFOe5w,http://travel.rakuten.co.jp/HOTEL/13542/13542.html
小樽山城别墅,meO35SEpvLM,""
札幌和平时光公寓 Time Peace Apartment,PK_mU6NykcQ,http://travel.rakuten.co.jp/HOTEL/73981/73981.html
层云峡温泉旅馆,rWe4aNu7OuY,http://travel.rakuten.co.jp/HOTEL/15395/15395.html
约克郡农场民宿 (youkushaa farm),jkZRfiSZCew,http://www.york.co.jp
雪轮膳食公寓,1kLb2ISz_F8,""
秋天里的民宿,w0Lh1HMrCbU,http://www.furano.ne.jp/
札幌野中民宿,rk-u3I8Akx8,http://www.healingweb.net/nonaka/roomph.cn.htm
札幌背包客之家,Ot-C_Ozwpp4,http://www.inos-place.com/
札幌NADA (sapporo in NADA),6x4-mg77AUo,http://travel.rakuten.co.jp/HOTEL/30744/30744.html
上富良野 宝龙民宿,5CtTK06wYm8,""
函馆住友民宿,sI4OKRxNVL8,http://www.sumitomo-inn.com/
西洋醋栗民宿（Pension Gooseberry）,wBpQKbVdl6M,http://www.furano.ne.jp/gooseberry/
匹诺曹民宿,56cEKO3ApUE,""
新白银庄民宿,0-FFvCyqkVs,""
步风里百花香民宿,JBEjKS0HkTI,""
六雁民宿 (minnshuku mutukari),VFBvdZAu6u0,http://travel.rakuten.co.jp/HOTEL/14388/14388.html
函馆村B&B民宿,ZvwmCh4F2rE,http://travel.rakuten.co.jp/HOTEL/10940/10940.html
函馆村B&B民宿,BN8n6cs_hiU,http://travel.rakuten.co.jp/HOTEL/10940/10940.html
圆木屋民宿,WJDSiJb9NEQ,http://travel.rakuten.co.jp/HOTEL/29460/29460.html
那卡弗拉山庄,yXeom4CszAw,http://travel.rakuten.co.jp/HOTEL/79435/79435.html
北之宿望峰,Vo4yyR3zjv4,http://travel.rakuten.co.jp/HOTEL/51752/51752.html
湿原民宿 B&B,0mp5vgfRubU,http://www.bbcomehome.com/#!comhome/cee5
旧时仓今时宿(Pension Jyoukura),iqKUpq1RgPo,http://j-kura.com/
阿鲁本凤凰山庄,WFcpH7SVcVg,http://travel.rakuten.co.jp/HOTEL/14884/14884.html
 车道库拉赛民宿,45K-ufWAl_U,http://travel.rakuten.co.jp/HOTEL/29865/29865.html
灯管民宿 (minnshuku lump),rFsNx5IE3ZQ,http://travel.rakuten.co.jp/HOTEL/13793/13793.html
根室岩崎民宿 (minnshuku iwasaki),4QWEvalcoXY,http://travel.rakuten.co.jp/HOTEL/147035/147035.html
 爱丽丝小屋之家,KwwVi0DKhCI,http://travel.rakuten.co.jp/HOTEL/104782/104782.html
童话小屋在农家,2SkyuhPa--s,http://travel.rakuten.co.jp/HOTEL/12570/12570.html
北海旅馆 (ryokann kitaumi),MOut3WGDr4Y,http://travel.rakuten.co.jp/HOTEL/107800/107800.html
缶鲁门民宿,e1t6kIBqeXY,http://travel.rakuten.co.jp/HOTEL/52245/52245.html
风之谷民宿,wcvqwW4-P1M,http://travel.rakuten.co.jp/HOTEL/72684/72684.html
大野家民宿,dAqw6k6v26M,http://travel.rakuten.co.jp/HOTEL/17679/17679.html
温泉民宿美里,Z74D5-8ZQnY,http://travel.rakuten.co.jp/HOTEL/52230/52230.html
柔柔汤守民宿,qsAs98qG2os,http://travel.rakuten.co.jp/HOTEL/143340/143340_std.html
带广八千代青年旅馆,Fu-3XY0PVbc,http://travel.rakuten.co.jp/HOTEL/28354/28354.html
心斋桥赫尔顿酒店,dvQIhsCVmEg,""
林中小屋民宿,iJg7bfNWRSA,""
吟溪旅宿民宿,whMr-d0lAP0,""
莉拉胡塞特酒店,0sC3wvRV_IA,""
福卡福卡亭民宿,h2PORjodh4Y,""
拉米娜家庭旅店,eCGW6N2yfbs,""
绿风小屋民宿,j0zskUT3--E,""
木制笔记本民宿,rBt6WAJSBVs,""
风景画小屋民宿,voaE17l8Jns,""
克莱兹代尔民宿,YUwlA9z3Kkk,""
湖边圣地卡陶岚酒店,uTcuPr9scZg,""
北方坎特小屋,-jBXMl-hz5c,http://travel.rakuten.co.jp/HOTEL/73992/73992.html
菲拉盘美食民宿,y7hUpXEc4Cc,http://travel.rakuten.co.jp/HOTEL/29170/29170.html
西梅田站赫尔顿酒店,yDmPdN2ywmQ,""
品酒师民宿,_RdRsWrLudQ,""
丽思卡尔顿酒店,FFcjky-UJ7A,""
中村屋日式旅馆,rnW-fcHj3eU,http://www.nakamura-ya.com/
街角のペンションＬｅｅ,VrgKORU7PzA,http://www11.ocn.ne.jp/~pen-lee/
青春之家(Young House),RprAV0fW-tk,http://www.young-house.com/young/order.htm
童仙房山庄,Rv7vRupysB8,http://www.dosenbo.com/
大原山庄民宿,9S2gkgb-t1w,http://travel.rakuten.co.jp/HOTEL/71953/71953.html
隆进海之民宿,H1syO20iFl4,http://www.ryusin.com/
京都宾客民宿(Guest inn Kyoto),kJy7mRSSYeQ,http://travel.rakuten.co.jp/HOTEL/40886/40886_std.html
西中海边民宿(Seaside Nishinaka),lh6hEbNrFnM,http://www.mjnet.ne.jp/nishinaka/
三浦民宿 Guest House,_G97DXUbSvU,http://travel.rakuten.co.jp/HOTEL/39465/39465.html
田中庄温泉民宿,_TNdvtOuXD0,http://www.tanakasou.com/
奥夏芒别墅小屋,WTf69fCcFY4,http://travel.rakuten.co.jp/HOTEL/128506/128506.html
自然农家民宿,zxjuPElPrlc,http://travel.rakuten.co.jp/HOTEL/76480/76480.html
瀬棚海之家民宿 (minnshuku uminoie),EMarvDsB-Gc,http://travel.rakuten.co.jp/HOTEL/130446/130446.html
农场阿尼玛故乡,E7_BpWmRDZQ,http://travel.rakuten.co.jp/HOTEL/28371/28371.html
冒险家族体验民宿,KL0xL7ICmUg,http://travel.rakuten.co.jp/HOTEL/19670/19670.html
阿曼当旅宿,_Hce4f7QtI0,http://travel.rakuten.co.jp/HOTEL/138092/138092.html
高桥温泉民宿,mgpSFdLcO84,""
樱之馆民宿,-cesyGiv7FQ,http://travel.rakuten.co.jp/HOTEL/29479/29479.html
安普拉格民宿,JSF0zbJPkUg,""
悠悠膳食民宿,NFXZ0BCqccw,""
蓝天汽车小旅馆,oW8hW5W7G-A,http://travel.rakuten.co.jp/HOTEL/51239/51239.html
 井户荘民宿,UVLn5Q7e57s,http://www.izu-idoso.com/
樱之馆民宿（分馆）,AcPD0_yQaVw,http://travel.rakuten.co.jp/HOTEL/144970/144970.html
山田园民宿,EqwUTj62Cz8,http://travel.rakuten.co.jp/HOTEL/19293/19293.html
肯和梅丽的民宿,_JDv2pjJfp4,http://kenmary.homepe.net/
太阳公公小屋,ZjJUG0_3lBU,http://travel.rakuten.co.jp/HOTEL/146828/146828.html
白根荘民宿,WMn1hkcnwr4,http://www.sirane.jp/
海角膳食民宿,hVUtty91krY,""
芙米芾米膳食民宿,10vALp6PYys,""
宫廷寿司料理民宿,EqXe7WC3xkU,http://travel.rakuten.co.jp/HOTEL/107666/107666.html
红酒公园民宿,_ffSB5B7pUA,""
绮罗之民宿,QYz2lSvIMDo,http://travel.rakuten.co.jp/HOTEL/142756/142756_std.html
一句石旅馆,gBIP_hIWaHE,http://izu1914.com/
卢坡在旅宿,vBrF1_6WUZQ,http://travel.rakuten.co.jp/HOTEL/13952/13952_std.html
北海道 十胜民宿,UdaFYzKHQCw,""
尼濑古度假宾馆,RBMPKsSP6f8,""
桃木腾旅宿,ueLi-oUA3kE,http://travel.rakuten.co.jp/HOTEL/18213/18213_std.html
布鲁克民宿,iArFolU017Q,http://travel.rakuten.co.jp/HOTEL/18223/18223_std.html
卷叶民宿 Makiba,PAlkvfiVMTM,http://www.izu-makiba.com/
刚霸膳食民宿,n3LETYvOLbU,""
土肥温泉 潮骚民宿,CGL2xaGZRMs,http://www.izutoi-shiosai.com/
镰仓长谷青年旅馆 Kamakura Hase YH,kXwGVkqBWfo,http://www1.kamakuranet.ne.jp/hase_yh/index.htm
 B.B.House,jiAyEybzY64,http://www.bb-house.jp/
 小坪海岸凛花民宿,l_gckTxr-UE,http://www.kotubo-linca.com/
秋田屋民宿,EOCfD5xQAP4,http://travel.rakuten.co.jp/HOTEL/136927/136927.html
间人寿民宿(kotobuki),xV684azKrto,http://travel.rakuten.co.jp/HOTEL/40528/40528_std.html
间人寿民宿(kotobuki),T0BW6t-zUtk,http://travel.rakuten.co.jp/HOTEL/40528/40528_std.html
常春藤广场俱乐部IvysquareClub,v-RHY3IsQjI,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,fNr6g-oswAA,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,bJo1-eYTV5U,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,O7i2rJt2Jkw,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,jk_cUbgZylA,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,04pGHfLBIFs,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,ZX95aFaWgfY,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,5hUBDEZj-Ec,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,zlvbEXdInTE,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,7WrYwJbRkQg,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,GpRZDk-HT7s,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,ps7-U3mD_4g,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,FYdgO4FtOTM,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,4SqTk8rjyts,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,S7vnQq452Rk,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,S40UWgb2vSY,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,7yAqkKsN3iI,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,D6fBhfSJZFE,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,Y8bpwxznPLA,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,cLNLBqcRwfM,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,SAcj_7i05Ko,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,HtVfRrXOI8o,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,HSAi4y_OoqA,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,0bueNLaFHXo,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,7TRVG8liiNo,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,Fj4IIanGA5A,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
常春藤广场俱乐部IvysquareClub,3oennJA186k,http://travel.rakuten.co.jp/HOTEL/18979/18979.html
木子农场客栈(Kigo Farm Pension),oTyDCekhVWE,http://kigofarm.com/
风兰馆民宿,mf75lexCK20,""
长浜荘民宿,Gwmb-XwLWiM,http://nagahamasou.com/
元箱根客栈 (Moto Hakone),PhtvibSbU28,http://travel.rakuten.co.jp/HOTEL/51740/51740.html
芦之湖俱乐部,RzUw2zM0fmg,http://travel.rakuten.co.jp/HOTEL/67944/67944.html
青海民宿民宿,DZOEaU57PX0,""
金时山庄民宿,DnqttYA0cSY,http://travel.rakuten.co.jp/HOTEL/108782/108782.html
静冈升谷民宿,AMBOzTk1Dd0,""
静冈 岛津民宿,0hfoyOdCBAo,""
箱根夏洛特民宿,k6HcRCxA40o,http://travel.rakuten.co.jp/HOTEL/19550/19550_std.html
 自由民宿LibertyHouse,28pxX7_B6lk,http://travel.rakuten.co.jp/HOTEL/130557/130557_std.html
 伊豆草鞋民宿,zj8r06nmpA0,""
伊豆宇佐美温泉 福卡布民宿,OJSMVWgy6RI,""
 三花月温泉民宿,0x8BqR8uqcI,""
龟冈旅店(Hotel Kameoka),CuPk5YF4QOM,http://travel.rakuten.co.jp/HOTEL/78121/78121.html
伊豆新造民宿,S_gAX-lJFaU,""
 箱根 大和旅馆,uwFnNbszcDc,http://www.kanagawa-ryokan.or.jp/institution_hp/yamatokan.html
强罗俱乐部 (Ownars Goura),ehtHclyGGWQ,http://travel.rakuten.co.jp/HOTEL/142870/142870.html
BMC箱根小旅馆,RG6xigUpWWg,""
珀特拉苏民宿,bUS76vbHAVo,""
伊东 野崎民宿,yO9QGXOqoHY,""
田端惠之家,R9CI9HvEOCg,http://www.bbkz.com/guide/index.php/%E6%9D%B1%E4%BA%AC%E4%BD%8E%E5%83%B9%E4%BD%8D%E4%BD%8F%E5%AE%BF%E6%94%BB%E7%95%A5#.E7.94.B0.E7.AB.AF.E6.83.A0.E4.B9.8B.E5.AE.B6
蒲田之家民宿,DAAtFcCZi78,http://homepage3.nifty.com/kamata_house/
风兰之馆民宿,4MwrKpFCMD0,http://www.furan-yakata.com/
核桃谷乐活民宿,UAdIVTQqQ4w,http://www7.plala.or.jp/lohas-kurumidani/
丹后和田民宿,Qlap8DtsTOA,http://homepage2.nifty.com/m-wada/index.html
琴引浜鸣沙温泉民宿,TJSR6tDTlhI,http://www.matsu-tsuru.com/
海之邦 都屋,Ef-IW-qKZIk,http://www.uminokuni-toya.com/index.html
樱井民宿(Sakurai Sou ),rWdrx0xpioY,http://sakuraisou.com/
波路庄民宿,dNUouTuKbO8,""
御岳温泉民宿 ,M-bNOpAl0aE,http://travel.rakuten.co.jp/HOTEL/130551/130551.html
 哈利玛之家,tk6EAvifS28,""
鸣沙温泉新丸田庄,DiC6MluVDfM,""
大场民宿   ,jejrCSGdOhs,http://travel.rakuten.co.jp/HOTEL/130539/130539.html
和之民宿三幸,6xUrHyFPK3A,http://www3.ocn.ne.jp/~miyuki-m/
大阪旅行部屋 天六馆 ,38-Du_GDMnQ,http://ryokoheya.pixnet.net/blog
 铃之木旅店 (Klingel Baum),b2G_YPRomPU,http://travel.rakuten.co.jp/HOTEL/29762/29762.html
仙石原温泉伊藤山庄,T8O9C3LZrtU,http://travel.rakuten.co.jp/HOTEL/38076/38076_std.html
大涌谷温泉 金岭庄,LCezQlLEPkA,http://travel.rakuten.co.jp/HOTEL/130061/130061_std.html
幸福の小窝,Zj_KNHCUBgU,https://zh.airbnb.com/rooms/1504770?s=8Gph
鱼地苑 (Uojien Hotel),MtgaNv2JeQk,http://www.uojien.com/
美松庄旅馆,XWVNagD2ZZY,http://www006.upp.so-net.ne.jp/glass/mimatusoutop.html
旭川旅馆 Guest House Asahikawa,j-4EUWzLk3o,http://www.guesthouseasahikawa.jp/dish.html
时计台酒店(Tokeidai hotel),NNyB_YbeBEg,http://www.hoteltokeidai.co.jp/
格兰都市酒店(Hotel Grand City),McBDceVPxYw,http://www.japanican.com/cn/hotel/detail/4017033/?anl=hotel+grand+city&rn=1&apn=2&hcpn=0&cbn=0
广场国际通道酒店(Hotel Kokusai Plaza),xk9FtGMzHgA,http://www.kokusai-plaza.jp/roomtype/singleroom.html
冲绳太阳广场酒店(OkinawaSunplazaHotel),u_4-BWOUE-w,http://www.okinawa-marriott.com/
那霸中央酒店（Naha Central Hotel）,U8nm0UxKU2I,http://www.nahacen.com/
京都小姜家,geXIx6DSkDI,http://usamikyoto.blogspot.tw/search/label/%E7%B0%A1%E4%BB%8B
高级京都站前多米旅馆,rIysV3HwSdY,""
白浜温泉 白良庄,2mBidv75Wu4,http://www.shiraraso.co.jp/
白浜温泉 海舟旅馆,YMGfFAEJuj0,白浜温泉　浜千鳥の湯　海舟
南纪胜浦温泉度假村,BCBQ1eZSvfQ,http://www.qkamura.or.jp/katsuura/
圣胜浦公共旅馆（Sun Katsuura）,7MPAFxCbvAw,http://sunkatsu.com/
札幌蓝波酒店（Bluewave Inn Sapporo）,mG37mong5yc,http://www.bluewaveinn.jp/sapporo/
札幌梅兹酒店（Hotel Sapporo Met's）,KWP2vFx0bAI,http://www.hotelmets.co.jp/
纪州铁道箱根强罗日式酒店,cQLUFX4YjlY,http://www.kitetsu-hotel.jp/hakone/
纪伊国屋旅馆（Kinokuniya Ryokan）,mh7N2-zsDmY,http://www.hakone-kinokuniya.co.jp/
大阪 关西酒店,m_nf48-LsTU,http://www.hotel-kansai.co.jp/chinese1/
戈拉绿色广场酒店,XVG8wVpWeuY,http://www.hgp.co.jp/inf/Z15/hgp/
Yutoriro庵,1UD98Vbfzvc,http://www.yutorelo-an.jp/category05/
汤河原万叶酒店（Yugawara Manyo-so）,DhkCtLT1Vik,http://www.manyoso.com/
箱根高原酒店（Hakone Highland Hotel）,5gmkYoBVhsU,http://www.odakyu-hotel.co.jp/highland/
眺望山庄酒店（Hotel Chobo Sanso）,paOxQDVUprM,http://www.chooboo.co.jp/
箱根皇宫酒店（Palace Hotel Hakone）,V_MJjNqoK90,http://hakone.palacehotel.co.jp/
鲍威尔温泉酒店（Hotel Hakone Powell）,UWbdfg6PvCc,http://www.powell.jp/hakone/
塔之泽世嘉涛湾酒店,8JpKa2RVjGI,http://www.ichinoyu.co.jp/tounosawaqs/
阿普罗索旅馆（Apolosou）,Zls8Tp904-I,http://apolosou.com/
箱根B&B公寓式酒店(B&B Pension Hakone),QrwjbK1RY5U,http://www.pensionhakone.com/
银座蒙特利酒店（Hotel Monterey Ginza）,plD_hWVBQiQ,http://www.hotelmonterey.co.jp/ginza/
克波桑索酒店一馆,bPKQ23Ozo18,http://www.booking.com/hotel/jp/chobo-sanso.zh-cn.html?aid=357003;label=gog235jc-hotel-ja-jp-choboNsanso-unspec-cn-com-L%3Aja-O%3Aunk-B%3Aunk-N%3AXX-S%3Abo;sid=a51f985b3b4adeb076460baea3db7faf;dcid=1;dist=0;type=total&
